transcript_name,eps_name,confidence,transcript_filepath,eps_value
IRRAS AB (publ),G5 ENTERTAINMENT AB (PUBL),70.0,transcripts_by_company/IRRAS_AB_publ_2023Q2.txt,0.63
Bergenbio ASA,REGENXBIO INC,77.77777777777777,transcripts_by_company/Bergenbio_ASA_2023Q2.txt,-1.08
"Houston International Insurance Group, Ltd.",Q&K INTERNATIONAL GROUP LTD,90.47619047619048,transcripts_by_company/Houston_International_Insurance_Group_Ltd_2023Q3.txt,
Spear REIT Limited,POWER REIT,80.0,transcripts_by_company/Spear_REIT_Limited_2023Q4.txt,
Ninety One plc,EQUITY ONE INC.,70.0,transcripts_by_company/Conexant_Systems_2007Q2.txt,0.55
"MONITRONICS INTERNATIONAL, INC",MONITRONICS INTERNATIONAL INC,100.0,transcripts_by_company/MONITRONICS_INTERNATIONAL_INC_2023Q2.txt,-5.07
ENDRA Life Sciences Inc.,ENDRA LIFE SCIENCES INC,100.0,transcripts_by_company/ENDRA_Life_Sciences_Inc_2023Q2.txt,-0.29
"Limeade, Inc.",MEAD CORP,72.72727272727272,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,0.16
Hafnia Ltd.,ANDINA,66.66666666666666,transcripts_by_company/Everest_Re_Group_Ltd_2007Q3.txt,0.25
Sivers IMA Group,MAG SILVER CORP,80.0,transcripts_by_company/Sivers_IMA_Group_2023Q2.txt,-0.17
Lake Resources N.L.,GAMMON LAKE RESOURCES INC,90.3225806451613,transcripts_by_company/WPS_Resources_2007Q1.txt,-0.23
"Stobart Group, Ltd.",STARS GROUP INC,83.33333333333333,transcripts_by_company/Principal_Financial_Group_2007Q3.txt,1.86
PSP projects limited,OGDEN PROJECTS,80.0,transcripts_by_company/Research_In_Motion_Limited_2007Q2.txt,0.39
"MICT, Inc.",MICT INC,100.0,transcripts_by_company/MICT_Inc_2023Q2.txt,
REACT Group PLC,DIRECTV GROUP INC.,83.33333333333333,transcripts_by_company/Principal_Financial_Group_2007Q3.txt,0.37
Primary Energy Ventures LLC,ENERGY VENTURES,100.0,transcripts_by_company/Everest_Re_Group_Ltd_2007Q3.txt,0.63
Rebosis Property Fund Ltd,IRT PROPERTY CO,80.0,transcripts_by_company/Everest_Re_Group_Ltd_2007Q3.txt,
Medipharm Labs Corp.,INTERPHARM LABS,75.86206896551724,transcripts_by_company/FedEx_Corp_2006Q2.txt,0.22
National Development Bank,NATIONAL BANK,100.0,transcripts_by_company/Independence_Community_Bank_Corp_2002Q3.txt,
Luminex Resources Corp.,LUMINEX CORP,100.0,transcripts_by_company/Luminex_Resources_Corp_2023Q3.txt,0.27
Motus GI Holdings Inc,MOTUS GI HOLDINGS INC,100.0,transcripts_by_company/Motus_GI_Holdings_Inc_2023Q3.txt,-0.15
Tallink Grupp AS,ASCENA RETAIL GROUP INC,62.857142857142854,transcripts_by_company/Datascope_2005Q2.txt,
Silver One Resources,SILVER BULL RESOURCES INC,88.88888888888889,transcripts_by_company/Conexant_Systems_2007Q2.txt,
Artificial Solutions International AB,LJ INTERNATIONAL INC,89.65517241379311,transcripts_by_company/Kimball_International_2007Q2.txt,-0.06
Terra Tech Corp.,TETRA TECH INC,90.0,transcripts_by_company/Terra_Tech_Corp_2023Q2.txt,0.78
Aktia Bank,NATIONAL BANK,78.26086956521739,transcripts_by_company/Aktia_Bank_2023Q3.txt,
Musti Group Plc,TI GROUP PLC,84.21052631578948,transcripts_by_company/Principal_Financial_Group_2007Q3.txt,0.71
Creative Realities Inc,CREATIVE REALITIES INC,100.0,transcripts_by_company/Creative_Realities_Inc_2023Q3.txt,-0.25
Ferronordic AB,FERRARI NV,66.66666666666666,transcripts_by_company/Saba_2006Q1.txt,1.62
Troax Group AB,DRAX GROUP PLC,85.71428571428571,transcripts_by_company/Principal_Financial_Group_2007Q3.txt,29.7
Centrepoint Alliance Ltd,FX ALLIANCE INC,84.21052631578948,transcripts_by_company/Everest_Re_Group_Ltd_2007Q3.txt,0.23
Covalon Technologies Ltd,EP TECHNOLOGIES,88.88888888888889,transcripts_by_company/PSi_TECHNOLOGIES_HOLDINGS_2002Q1.txt,-0.05
Mota Engil SGPS SA,GALP ENERGIA SGPS SA,68.75,transcripts_by_company/Mota_Engil_SGPS_SA_2023Q1.txt,-0.53
Wisr Ltd.,ISCOR LIMITED,66.66666666666666,transcripts_by_company/Everest_Re_Group_Ltd_2007Q3.txt,
Nanoform Finland Oyj,ROCKY FORD FINANCIAL INC,60.0,transcripts_by_company/Robbins_and_Myers_2002Q1.txt,0.12
Libstar Holdings Ltd.,STR HOLDINGS INC,85.71428571428571,transcripts_by_company/PSi_TECHNOLOGIES_HOLDINGS_2002Q1.txt,-2.09
Raketech Group Holding plc,METEN HOLDING GROUP LTD,82.92682926829268,transcripts_by_company/Raketech_Group_Holding_plc_2023Q4.txt,
QleanAir Holding AB,RYANAIR HOLDINGS PLC,81.25,transcripts_by_company/PSi_TECHNOLOGIES_HOLDINGS_2002Q1.txt,2.79
Capital Ltd,"CAPITAL BANCORP / MIAMI, FL",100.0,transcripts_by_company/Capital_One_2007Q1.txt,0.71
Trinity Exploration and Production PLC,SUN EXPLORATION,84.61538461538461,transcripts_by_company/Newfield_Exploration_2007Q2.txt,0.16
Trellidor Holdings Limited,NU HOLDINGS LTD,84.21052631578948,transcripts_by_company/PSi_TECHNOLOGIES_HOLDINGS_2002Q1.txt,0.002
Flux Power Holdings Inc,FLUX POWER HOLDINGS INC,100.0,transcripts_by_company/Flux_Power_Holdings_Inc_2023Q4.txt,
Equals Group PLC,QUALIX GROUP INC,83.33333333333333,transcripts_by_company/Principal_Financial_Group_2007Q3.txt,-0.2
Zutec Holding AB,TECHE HOLDING CO,84.61538461538461,transcripts_by_company/PSi_TECHNOLOGIES_HOLDINGS_2002Q1.txt,
Clinuvel Pharmaceuticals Ltd,X4 PHARMACEUTICALS INC,90.9090909090909,transcripts_by_company/Clinuvel_Pharmaceuticals_Ltd_2023Q4.txt,-0.74
AMCI Acquisition Corp.,ACIES ACQUISITION CORP,90.9090909090909,transcripts_by_company/FedEx_Corp_2006Q2.txt,0.004
Suominen Corporation,LUMINENT,75.0,transcripts_by_company/Meredith_Corporation_2007Q2.txt,-0.01
AS Tallink Grupp,ASCENA RETAIL GROUP INC,62.857142857142854,transcripts_by_company/Datascope_2005Q2.txt,
Rekor Systems Inc,REKOR SYSTEMS INC,100.0,transcripts_by_company/Rekor_Systems_Inc_2023Q4.txt,-0.23
ProntoForms Corp,CONFORMIS INC,70.0,transcripts_by_company/ProntoForms_Corp_2023Q4.txt,-0.09
"Axcella Health, Inc.",AXCELLA HEALTH INC,100.0,transcripts_by_company/Axcella_Health_Inc_2023Q4.txt,-0.34
"Weyland Tech, Inc.",TECHWELL INC,70.0,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,0.07
"Heritage Global, Inc.",HERITAGE GLOBAL INC,100.0,transcripts_by_company/Heritage_Global_Inc_2023Q4.txt,0.04
MariMed Inc,MARIMED INC,100.0,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,0.01
Thermogenesis Holdings Inc.,THERMOGENESIS CORP.,100.0,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,-0.37
Noreco ASA,REX NORECO,100.0,transcripts_by_company/Everest_Re_Group_Ltd_2007Q3.txt,
VolitionRX Ltd,VOLITIONRX LTD,100.0,transcripts_by_company/VolitionRX_Ltd_2023Q4.txt,-0.09
OHT ASA,AHT CORP,66.66666666666666,transcripts_by_company/ViaSat_2006Q4.txt,
GB Auto S.A.E.,LI AUTO INC,72.72727272727272,transcripts_by_company/GB_Auto_SAE_2023Q4.txt,0.02
GB Auto Corp,ACTION AUTO RENT,72.72727272727272,transcripts_by_company/Meredith_Corporation_2007Q2.txt,-0.1
Plenti Group Ltd.,PERNIX GROUP INC,83.33333333333333,transcripts_by_company/Principal_Financial_Group_2007Q3.txt,
Lewis Group Limited,EI GROUP PLC,84.21052631578948,transcripts_by_company/Principal_Financial_Group_2007Q3.txt,
Kneat.com Inc.,NATCO GROUP,76.92307692307692,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,0.51
Gerry Weber International AG,GERRY WEBER INTERNATIONAL AG,100.0,transcripts_by_company/Kimball_International_2007Q2.txt,
Aesthetic Medical International Holdings Group Ltd,AESTHETIC MEDICAL INTERNATIONAL,100.0,transcripts_by_company/Aesthetic_Medical_International_Holdings_Group_Ltd_2023Q4.txt,0.1
Maha Energy AB (publ),FX ENERGY GROUP,80.0,transcripts_by_company/Saba_2006Q1.txt,-0.07
Sensys Traffic AB (publ),PENN TRAFFIC CO,73.6842105263158,transcripts_by_company/Saba_2006Q1.txt,-1.21
Bardoc Gold Ltd,BARRICK GOLD CORP,78.26086956521739,transcripts_by_company/Bardoc_Gold_Ltd_2023Q4.txt,0.41
Nanoform Finland Plc,PENNCORP FINL,62.06896551724138,transcripts_by_company/Robbins_and_Myers_2002Q1.txt,
Tongaat Hulett Ltd.,NATL HEALTH CORP,56.0,transcripts_by_company/Everest_Re_Group_Ltd_2007Q3.txt,
Champions Oncology Inc,CHAMPIONS ONCOLOGY INC,100.0,transcripts_by_company/Champions_Oncology_Inc_2023Q4.txt,0.0
Collins Foods Ltd.,COLLINS FOODS,100.0,transcripts_by_company/ConAgra_Foods_Inc_2006Q3.txt,0.31
IndiaMART InterMESH Limited,SMART  FINAL STORES INC,64.86486486486487,transcripts_by_company/Stein_Mart_2004Q4.txt,-0.04
Clean TeQ Holdings Ltd,GLOBAL CLEAN ENERGY HOLDINGS INC,87.5,transcripts_by_company/PSi_TECHNOLOGIES_HOLDINGS_2002Q1.txt,
Datagroup SE,APTARGROUP INC,72.72727272727272,transcripts_by_company/DATAGROUP_SE_2023Q2.txt,3.64
Paradigm Biopharmaceuticals Limited,NGM BIOPHARMACEUTICALS INC,90.0,transcripts_by_company/Paradigm_Biopharmaceuticals_Limited_2023Q3.txt,-1.5
Avante Logixx Inc.,INTERLOGIX INC,69.56521739130434,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,0.24
Mentice AB (publ),G5 ENTERTAINMENT AB (PUBL),66.66666666666666,transcripts_by_company/Mentice_AB_publ_2023Q1.txt,2.078
Volue AS,ONE GAS INC,66.66666666666666,transcripts_by_company/Volue_AS_2023Q1.txt,3.68
Bizim Toptan Satis Magazalari AS,DSV A/S,50.0,transcripts_by_company/Datascope_2005Q2.txt,81.4
Deutsche Konsum REIT AG,DEUTSCHE BANK AG,76.19047619047619,transcripts_by_company/Deutsche_Konsum_REIT_AG_2023Q1.txt,0.67
IBC Advanced Alloys Corp.,ADVANCED SYS INC,80.0,transcripts_by_company/FedEx_Corp_2006Q2.txt,0.06
S.P. Apparels Limited,SIGNAL APPAREL,72.0,transcripts_by_company/Everest_Re_Group_Ltd_2007Q3.txt,
Uniphar PLC,UNIPHASE CORP,80.0,transcripts_by_company/ARM_Holdings_Plc_2002Q4.txt,0.54
Rico Auto Industries Limited,IE INDUSTRIES,86.95652173913044,transcripts_by_company/CSK_Auto_Inc_2005Q3.txt,0.09
"Dexterra Group, Inc.",ERA GROUP INC,78.26086956521739,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,
"kneat.com, inc",NATCO GROUP,76.92307692307692,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,0.51
Quickstep Holdings Limited,NU HOLDINGS LTD,84.21052631578948,transcripts_by_company/PSi_TECHNOLOGIES_HOLDINGS_2002Q1.txt,0.002
Finance of America,FINANCE OF AMERICA COMPANIES INC,100.0,transcripts_by_company/Take-Two_Interactive_Software_Inc_2004Q1.txt,0.3
Splitit Payments Limited,EVO PAYMENTS INC,80.0,transcripts_by_company/Splitit_Payments_Limited_2023Q1.txt,0.64
PRO Real Estate Investment Trust,IPC US REAL ESTATE INVESTMENT TR,90.625,transcripts_by_company/PRO_Real_Estate_Investment_Trust_CurrentQ4.txt,-0.05
Damstra Holdings Limited,ALTRA HOLDINGS INC,86.66666666666667,transcripts_by_company/Damstra_Holdings_Limited_2023Q1.txt,2.88
CNS Inc.,"CNS, INC.",100.0,transcripts_by_company/CNS_Inc_2006Q4.txt,0.47
"Seabridge Gold, Inc.",SEABRIDGE GOLD INC,100.0,transcripts_by_company/Seabridge_Gold_Inc_2023Q1.txt,-0.23
Silver Viper Minerals Corp,PHX MINERALS INC,80.0,transcripts_by_company/Silver_Viper_Minerals_Corp_2023Q1.txt,0.009
Agthia Group Pjsc,CS GROUP INC,76.92307692307692,transcripts_by_company/Principal_Financial_Group_2007Q3.txt,-0.25
S IMMO AG,IMMUCOR INC,61.53846153846154,transcripts_by_company/Apogee_Enterprises_2007Q4.txt,1.26
Bitfarms Ltd.,BITFARMS LTD,100.0,transcripts_by_company/Bob_Evans_Farms_2007Q3.txt,-0.06
Caledonia Mining Corporation Plc,CALEDONIA MINING CORP,100.0,transcripts_by_company/Meredith_Corporation_2007Q2.txt,
HydrogenPro AS,NORSK HYDRO A S,62.06896551724138,transcripts_by_company/Datascope_2005Q2.txt,0.133
"Creatd, Inc.",CREATD INC,100.0,transcripts_by_company/Creatd_Inc_2023Q1.txt,-5.13
"VOTI Detection, Inc.",DETECTION SYSTEM,78.26086956521739,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,0.1
HANZA Group,HUMANA INC,72.72727272727272,transcripts_by_company/HANZA_Group_2023Q2.txt,7.67
Zeder Investments Limited,ASR INVESTMENTS CORPORATION,84.61538461538461,transcripts_by_company/MGIC_Investment_2006Q3.txt,0.65
HIL Limited,NORTH BROKEN HIL,100.0,transcripts_by_company/Phillips-Van_Heusen_Corporation_2007Q1.txt,
"Northrim BanCorp, Inc.",NORTHRIM BANCORP INC,100.0,transcripts_by_company/Northrim_BanCorp_Inc_2023Q2.txt,1.94
"Rocket Companies, Inc.",ROCKET COMPANIES INC,100.0,transcripts_by_company/Rocket_Companies_Inc_CurrentQ4.txt,0.89
Oblong Inc,OBLONG INC,100.0,transcripts_by_company/Oblong_Inc_2023Q2.txt,-0.27
AFC energy Plc,FX ENERGY GROUP,84.21052631578948,transcripts_by_company/Duke_Energy_Corporation_CurrentQ4.txt,-0.07
Otovo AS,PROTO LABS INC,66.66666666666666,transcripts_by_company/Otovo_AS_2023Q2.txt,0.4
Affle (India) Limited,INDIANA FED CORP,72.72727272727272,transcripts_by_company/Research_In_Motion_Limited_2007Q2.txt,0.41
C4X Discovery Holdings PLC,DISCOVERY INC,100.0,transcripts_by_company/C4X_Discovery_Holdings_PLC_2023Q4.txt,0.53
IOU Financial Inc.,C1 FINANCIAL INC,85.71428571428571,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,0.31
Anup Engineering Ltd,ALTAIR ENGINEERING INC,81.48148148148148,transcripts_by_company/Anup_Engineering_Ltd_2023Q2.txt,-0.02
"SOC Telemed, Inc.",SOC TELEMED INC,100.0,transcripts_by_company/SOC_Telemed_Inc_2023Q3.txt,-0.21
BIMobject,BIOMET INC,66.66666666666666,transcripts_by_company/BJ_Services_2002Q4.txt,1.71
"Nemaura Medical, Inc.",NEMAURA MEDICAL INC,100.0,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,-0.01
DEPFA Bank,BANK DEL CORP,77.77777777777777,transcripts_by_company/Independence_Community_Bank_Corp_2002Q3.txt,
Alcanna Inc,ALCAN INC,83.33333333333333,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,1.64
Imara Inc.,IMARA INC,100.0,transcripts_by_company/Imara_Inc_2023Q3.txt,-0.58
Mount Logan Capital Inc.,XL CAPITAL LIMITED,82.35294117647058,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,0.71
Hycroft Mining Holding Corporation,HYCROFT MINING HOLDING CORPORATI,100.0,transcripts_by_company/Hycroft_Mining_Holding_Corporation_2023Q2.txt,-0.16
Angling Direct PLC,CHINA DIRECT INC,69.23076923076923,transcripts_by_company/Everest_Re_Group_Ltd_2007Q3.txt,0.23
Cake Box Holdings Plc,BOX INC,100.0,transcripts_by_company/Cake_Box_Holdings_plc_2023Q2.txt,0.18
Velocys plc,ELECSYS CORP,71.42857142857143,transcripts_by_company/ARM_Holdings_Plc_2002Q4.txt,
Iofina PLC,INFINERA CORP,71.42857142857143,transcripts_by_company/Iofina_PLC_2023Q2.txt,-0.03
Metropolis Healthcare Limited,ATC HEALTHCARE INC,83.33333333333333,transcripts_by_company/Everest_Re_Group_Ltd_2007Q3.txt,-0.01
Centaurus Energy Inc.,CENTRUS ENERGY CORP,93.33333333333331,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,0.33
ikeGPS Group Limited,AEGIS GROUP PLC,78.26086956521739,transcripts_by_company/Principal_Financial_Group_2007Q3.txt,
CARE Ratings Limited,NETRATINGS INC,72.72727272727272,transcripts_by_company/Everest_Re_Group_Ltd_2007Q3.txt,0.01
Intercede Group plc,INTERCEPT GROUP INC,86.66666666666667,transcripts_by_company/Principal_Financial_Group_2007Q3.txt,0.07
Good Energy Group PLC,CH ENERGY GROUP INC,88.88888888888889,transcripts_by_company/Principal_Financial_Group_2007Q3.txt,1.19
Fire &amp; Flower Holdings Corporation,BIG FLOWER HOLDINGS INC,88.23529411764706,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,0.54
Augmentum Fintech PLC,AMERN FILM TECH,68.75,transcripts_by_company/Tetra_Tech_2007Q2.txt,-0.17
Omega Diagnostics Group PLC,INTERPACE DIAGNOSTICS GROUP INC,85.0,transcripts_by_company/Principal_Financial_Group_2007Q3.txt,-7.25
Lumas Auto Technologies Ltd,EP TECHNOLOGIES,88.88888888888889,transcripts_by_company/Lumas_Auto_Technologies_Ltd_2023Q2.txt,-0.05
Trinity Exploration &amp; Production PLC,PLAINS EXPLORATION & PRODUCTION,87.27272727272728,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,1.05
Ilika plc,I-LINK INC,72.72727272727272,transcripts_by_company/G_and_K_Services_Inc_2003Q3.txt,
Emira Property Fund Limited,IRT PROPERTY CO,80.0,transcripts_by_company/Research_In_Motion_Limited_2007Q2.txt,
The Panoply Holdings PLC,NU HOLDINGS LTD,84.21052631578948,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,0.002
Ricegrowers Limited,CROP GROWERS CORP,69.56521739130434,transcripts_by_company/Research_In_Motion_Limited_2007Q2.txt,0.3
Quadrise Fuels International plc,LJ INTERNATIONAL INC,89.65517241379311,transcripts_by_company/Kimball_International_2007Q2.txt,-0.06
Wynnstay Group PLC,WESTWAY GROUP INC,81.48148148148148,transcripts_by_company/Principal_Financial_Group_2007Q3.txt,0.04
React Group PLC,DIRECTV GROUP INC.,83.33333333333333,transcripts_by_company/Principal_Financial_Group_2007Q3.txt,0.37
Exide Industries Limited,EXIDE CORP,100.0,transcripts_by_company/Electro_Scientific_Industries_Inc_2007Q3.txt,-1.13
Aker BioMarine ASA,AKERS BIOSCIENCES INC,70.96774193548387,transcripts_by_company/Research_In_Motion_Limited_2007Q2.txt,-0.53
Vodafone Qatar PQSC,VODAFONE AG,100.0,transcripts_by_company/Capital_One_2007Q1.txt,
Doha Bank QPSC,OPUS BANK,69.56521739130434,transcripts_by_company/Independence_Community_Bank_Corp_2002Q3.txt,0.35
MBH Corporation plc,ALLEGHANY CORPORATION DEL,84.61538461538461,transcripts_by_company/Meredith_Corporation_2007Q2.txt,9.81
Nichols PLC,"NICHOLS, SE",100.0,transcripts_by_company/ARM_Holdings_Plc_2002Q4.txt,-0.34
Enero Group Limited,ENESCO GROUP INC,86.95652173913044,transcripts_by_company/Principal_Financial_Group_2007Q3.txt,-0.36
Flagship Communities Real Estate Investment Trust,GMH COMMUNITIES TRUST,89.47368421052632,transcripts_by_company/Flagship_Communities_Real_Estate_Investment_Trust_2023Q3.txt,0.51
Zotefoams PLC,TEAM INC,61.53846153846154,transcripts_by_company/ARM_Holdings_Plc_2002Q4.txt,-0.48
Innoviz Technologies,INNOVIZ TECHNOLOGIES LTD,100.0,transcripts_by_company/Innoviz_Technologies_2023Q3.txt,-0.73
Aker Horizons,CAREER HORIZONS INC,85.71428571428571,transcripts_by_company/On_Assignment_2007Q3.txt,0.3
India Grid Trust,DCT INDUSTRIAL TRUST INC,72.22222222222223,transcripts_by_company/Centerpoint_Properties_Trust_2005Q4.txt,0.16
Atalaya Mining Plc,CALLAHAN MINING,75.86206896551724,transcripts_by_company/Research_In_Motion_Limited_2007Q2.txt,-0.24
"Sunlight Financial Holdings, Inc.",SUNLIGHT FINANCIAL HOLDINGS INC,100.0,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,-0.13
"Capricor Therapeutic, Inc.",CAPRICOR THERAPEUTICS INC,97.5609756097561,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,-0.08
Viva Leisure Limited,ARISTOCRAT LEISURE LTD,73.6842105263158,transcripts_by_company/Everest_Re_Group_Ltd_2007Q3.txt,
Tribal Group PLC,ARRIVAL GROUP SA,80.0,transcripts_by_company/Tribal_Group_PLC_2023Q3.txt,
MUSCLEPHARM CORPORATION,MUSCLEPHARM CORP,100.0,transcripts_by_company/MusclePharm_Corporation_2018Q4.txt,-0.72
LEAF Mobile Inc.,I3 MOBILE INC,80.0,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,-0.07
Lumax Auto Technologies Limited,EP TECHNOLOGIES,88.88888888888889,transcripts_by_company/Lumax_Auto_Technologies_Limited_2023Q1.txt,-0.05
CentralNic Group Plc,CENTRIS GROUP INC,82.75862068965517,transcripts_by_company/Principal_Financial_Group_2007Q3.txt,-0.49
Duke Royalty Limited,DUKE REALTY CORP,86.95652173913044,transcripts_by_company/Duke_Royalty_Limited_2023Q3.txt,1.3
The Property Franchise Group plc,FRANCHISE GROUP INC,100.0,transcripts_by_company/The_Property_Franchise_Group_PLC_2023Q2.txt,1.16
Bango plc,BANRO CORP,80.0,transcripts_by_company/G_and_K_Services_Inc_2003Q3.txt,
Regeneus Ltd,GENUS INC,76.92307692307692,transcripts_by_company/Everest_Re_Group_Ltd_2007Q3.txt,-0.1
Suprajit Engineering Limited,ALTAIR ENGINEERING INC,75.86206896551724,transcripts_by_company/Suprajit_Engineering_Limited_2023Q3.txt,0.07
Ellaktor S.A.,WELLTOWER INC,70.58823529411765,transcripts_by_company/ELLAKTOR_SA_2023Q3.txt,0.06
Tissue Regenix Group plc,CS GROUP INC,76.92307692307692,transcripts_by_company/Principal_Financial_Group_2007Q3.txt,-0.25
Perpetua Resources Corp.,PERPETUA RESOURCES CORP,100.0,transcripts_by_company/FedEx_Corp_2006Q2.txt,-0.09
Investor Meet Company,INDIVIDUAL INVESTOR GROUP,76.19047619047619,transcripts_by_company/WD-40_Company_2007Q3.txt,-0.02
Orascom Development Egypt,BLOC DEVELOPMENT,81.48148148148148,transcripts_by_company/Journal_Register_Co_2002Q2.txt,-0.26
Lookers PLC,EBOOKERS PLC,80.0,transcripts_by_company/G_and_K_Services_Inc_2003Q3.txt,0.03
Bone Therapeutics SA,ABEONA THERAPEUTICS INC,88.88888888888889,transcripts_by_company/Bone_Therapeutics_SA_2023Q3.txt,-0.16
Ten Lifestyle Group PLC,CS GROUP INC,76.92307692307692,transcripts_by_company/Principal_Financial_Group_2007Q3.txt,-0.25
EVI Industries Inc.,EVI INC,100.0,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,0.65
Instem plc,STEM INC,80.0,transcripts_by_company/Research_In_Motion_Limited_2007Q2.txt,-1.13
"Genprex, Inc.",GENPREX INC,100.0,transcripts_by_company/Genprex_Inc_2023Q2.txt,-0.08
"Unrivaled Brands, Inc",UNITED BRANDS CO,82.75862068965517,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,1.06
Exicure Inc,EXICURE INC,100.0,transcripts_by_company/Exicure_Inc_2023Q3.txt,-0.16
MedX Health Corp.,AMERN HEALTH,78.26086956521739,transcripts_by_company/FedEx_Corp_2006Q2.txt,-0.12
eEnergy Group plc,CH ENERGY GROUP INC,85.71428571428571,transcripts_by_company/Principal_Financial_Group_2007Q3.txt,1.19
enCore Energy Corp.,ENCORE ENERGY PARTNERS LP,100.0,transcripts_by_company/FedEx_Corp_2006Q2.txt,0.29
Applied Graphene Materials plc,APPLIED MATERIALS INC,100.0,transcripts_by_company/Applied_Graphene_Materials_plc_2023Q4.txt,6.84
Scandinavian Enviro Systems AB,Q4 SYSTEMS CORP,82.35294117647058,transcripts_by_company/Scandinavian_Enviro_Systems_AB_2023Q4.txt,
Century Textiles &amp; Industries Limited,IE INDUSTRIES,86.95652173913044,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,0.09
Sequoia Financial Group Ltd,KB FINANCIAL GROUP INC,90.9090909090909,transcripts_by_company/Sequoia_Financial_Group_Ltd_2023Q3.txt,
Bytes Technology Group plc,ART TECHNOLOGY GROUP INC,88.88888888888889,transcripts_by_company/Principal_Financial_Group_2007Q3.txt,0.05
Q3 2021 Pet Center Comercio e Participacoes SA,PET INC,100.0,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,0.39
Aktia Pankki Oyj,YIT OYJ,60.0,transcripts_by_company/G_and_K_Services_Inc_2003Q3.txt,0.03
AKVA Group ASA,CAVA GROUP INC,90.0,transcripts_by_company/Principal_Financial_Group_2007Q3.txt,0.06
Aarti Drugs Limited,ARBOR DRUGS INC,72.72727272727272,transcripts_by_company/AAR_CORP_2013Q3.txt,0.23
NHOA Group,HOYA CORP,75.0,transcripts_by_company/NHOA_Group_2023Q4.txt,85.89
Troax Group AB (publ),CS GROUP INC,76.92307692307692,transcripts_by_company/Troax_Group_AB_publ_2023Q4.txt,-0.25
Oncimmune Holdings plc,NU HOLDINGS LTD,84.21052631578948,transcripts_by_company/PSi_TECHNOLOGIES_HOLDINGS_2002Q1.txt,0.002
Fred. Olsen Windcarrier,FRED OLSEN ENERGY ASA,74.07407407407408,transcripts_by_company/Wind_River_Systems_2007Q2.txt,-4.72
MPS Limited,MPS GROUP INC,100.0,transcripts_by_company/Research_In_Motion_Limited_2007Q2.txt,0.06
Gufic Biosciences Ltd.,CN BIOSCIENCES INC,88.0,transcripts_by_company/Everest_Re_Group_Ltd_2007Q3.txt,0.22
Surna Inc,SUNRUN INC,72.72727272727272,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,0.11
EIH Limited,EMI LTD,66.66666666666666,transcripts_by_company/Research_In_Motion_Limited_2007Q2.txt,2.2
Victoria PLC,VICTORIA BANKSHA,100.0,transcripts_by_company/ARM_Holdings_Plc_2002Q4.txt,1.84
QuoteMedia Ltd.,QUOTEMEDIA INC,100.0,transcripts_by_company/QuoteMedia_Ltd_2023Q4.txt,0.0
Investec Property Fund Limited,IRT PROPERTY CO,80.0,transcripts_by_company/Research_In_Motion_Limited_2007Q2.txt,
Integra Resources Corp,INTEG RESOURCES,93.75,transcripts_by_company/Meredith_Corporation_2007Q2.txt,-0.13
