eps_name,quarter,actual_eps,forecast_eps,filepath
AQUA,2018Q4,0.15,0.71,/Users/vazea/Desktop/NNW/transcripts_by_company/EVOQUA_WATER_TECHNOLOGIES_CORP_2018Q4.txt
BEAV,2014Q2,1.04,1.06,/Users/vazea/Desktop/NNW/transcripts_by_company/BE_AEROSPACE_INC_2014Q2.txt
BK,2007Q1,0.59,0.57,/Users/vazea/Desktop/NNW/transcripts_by_company/BANK_OF_NEW_YORK_CO_INC_2007Q1.txt
AMRI,2002Q3,0.31,0.31,/Users/vazea/Desktop/NNW/transcripts_by_company/ALBANY_MOLECULAR_RESEARCH_2002Q3.txt
GLNG,2017Q2,-0.51,-0.36,/Users/vazea/Desktop/NNW/transcripts_by_company/GOLAR_LNG_LTD_2017Q2.txt
SHIP,2020Q4,-0.03,-3.01,/Users/vazea/Desktop/NNW/transcripts_by_company/SEANERGY_MARITIME_HOLDINGS_CORP_2020Q4.txt
RES,2023Q2,0.3,0.38,/Users/vazea/Desktop/NNW/transcripts_by_company/RPC_INC_2023Q2.txt
ECPG,2015Q1,1.23,1.19,/Users/vazea/Desktop/NNW/transcripts_by_company/ENCORE_CAPITAL_GROUP_INC_2015Q1.txt
GIL,2016Q3,0.5,0.52,/Users/vazea/Desktop/NNW/transcripts_by_company/GILDAN_ACTIVEWEAR_INC_2016Q3.txt
URBN,2015Q4,0.6,1.64,/Users/vazea/Desktop/NNW/transcripts_by_company/URBAN_OUTFITTERS_INC_2015Q4.txt
VITL,2007Q2,0.66,0.61,/Users/vazea/Desktop/NNW/transcripts_by_company/VITAL_SIGNS_INC_2007Q2.txt
RADA,2019Q3,-0.02,-0.02,/Users/vazea/Desktop/NNW/transcripts_by_company/RADA_ELECTRONIC_INDUSTRIES_LTD_2019Q3.txt
ARCB,2017Q4,0.42,1.3,/Users/vazea/Desktop/NNW/transcripts_by_company/ARCBEST_CORP_2017Q4.txt
MYGN,2009Q1,0.3,0.12,/Users/vazea/Desktop/NNW/transcripts_by_company/MYRIAD_GENETICS_INC_2009Q1.txt
WTS,2006Q2,0.57,0.51,/Users/vazea/Desktop/NNW/transcripts_by_company/WATTS_WATER_TECHNOLOGIES_INC_2006Q2.txt
JFIN,2021Q4,2.28,2.08,/Users/vazea/Desktop/NNW/transcripts_by_company/JIAYIN_GROUP_INC_2021Q4.txt
TMUS,2022Q2,0.43,0.36,/Users/vazea/Desktop/NNW/transcripts_by_company/TMOBILE_US_INC_2022Q2.txt
OMAB,2019Q2,0.9,0.81,/Users/vazea/Desktop/NNW/transcripts_by_company/GRUPO_AEROPORTUARIO_DEL_CENTRO_N_2019Q2.txt
AAPL,2014Q1,14.5,14.03,/Users/vazea/Desktop/NNW/transcripts_by_company/APPLE_INC_2014Q1.txt
TNC,2021Q4,0.71,4.3,/Users/vazea/Desktop/NNW/transcripts_by_company/TENNANT_CO_2021Q4.txt
BBT,2006Q2,0.79,0.81,/Users/vazea/Desktop/NNW/transcripts_by_company/BBT_CORP_2006Q2.txt
RESP,2005Q3,0.67,0.66,/Users/vazea/Desktop/NNW/transcripts_by_company/RESPIRONICS_INC_2005Q3.txt
MTSN,2009Q4,-0.23,-1.5,/Users/vazea/Desktop/NNW/transcripts_by_company/MATTSON_TECHNOLOGY_INC_2009Q4.txt
SCVL,2021Q1,-1.16,-0.18,/Users/vazea/Desktop/NNW/transcripts_by_company/SHOE_CARNIVAL_INC_2021Q1.txt
ONEW,2021Q3,3.04,2.38,/Users/vazea/Desktop/NNW/transcripts_by_company/ONEWATER_MARINE_INC_2021Q3.txt
CENT,2008Q1,-0.11,-0.11,/Users/vazea/Desktop/NNW/transcripts_by_company/CENTRAL_GARDEN_PET_CO_2008Q1.txt
CPB,2014Q3,0.62,0.59,/Users/vazea/Desktop/NNW/transcripts_by_company/CAMPBELLS_CO_2014Q3.txt
ETFC,2019Q2,0.9,1.09,/Users/vazea/Desktop/NNW/transcripts_by_company/ETRADE_FINANCIAL_CORP_2019Q2.txt
DGX,2006Q3,0.82,0.77,/Users/vazea/Desktop/NNW/transcripts_by_company/QUEST_DIAGNOSTICS_INC_2006Q3.txt
CEPH,2010Q2,2.05,1.64,/Users/vazea/Desktop/NNW/transcripts_by_company/CEPHALON_INC_2010Q2.txt
GGG,2002Q3,0.42,0.4,/Users/vazea/Desktop/NNW/transcripts_by_company/GRACO_INC_2002Q3.txt
PGTI,2016Q3,0.19,0.17,/Users/vazea/Desktop/NNW/transcripts_by_company/PGT_INNOVATIONS_INC_2016Q3.txt
SPSC,2014Q2,0.16,0.15,/Users/vazea/Desktop/NNW/transcripts_by_company/SPS_COMMERCE_INC_2014Q2.txt
BNR,2021Q2,-1.96,-1.49,/Users/vazea/Desktop/NNW/transcripts_by_company/BURNING_ROCK_BIOTECH_LTD_2021Q2.txt
TTMI,2008Q1,0.29,0.23,/Users/vazea/Desktop/NNW/transcripts_by_company/TTM_TECHNOLOGIES_INC_2008Q1.txt
DVN,2012Q3,0.88,0.7,/Users/vazea/Desktop/NNW/transcripts_by_company/DEVON_ENERGY_CORP_2012Q3.txt
ACTL,2003Q2,0.08,0.07,/Users/vazea/Desktop/NNW/transcripts_by_company/ACTEL_CORPORATION_2003Q2.txt
FOCS,2020Q1,0.74,0.68,/Users/vazea/Desktop/NNW/transcripts_by_company/FOCUS_FINANCIAL_PARTNERS_INC_2020Q1.txt
WY,2005Q3,0.93,1.0,/Users/vazea/Desktop/NNW/transcripts_by_company/WEYERHAEUSER_CO_2005Q3.txt
MGTX,2022Q1,-0.7,-0.52,/Users/vazea/Desktop/NNW/transcripts_by_company/MEIRAGTX_HOLDINGS_PLC_2022Q1.txt
WNC,2019Q3,0.46,0.44,/Users/vazea/Desktop/NNW/transcripts_by_company/WABASH_NATIONAL_CORP_2019Q3.txt
NX,2014Q1,-0.14,-0.09,/Users/vazea/Desktop/NNW/transcripts_by_company/QUANEX_BUILDING_PRODUCTS_CORP_2014Q1.txt
CNOB,2019Q4,0.61,2.29,/Users/vazea/Desktop/NNW/transcripts_by_company/CONNECTONE_BANCORP_INC_2019Q4.txt
CALL,2015Q4,0.29,1.09,/Users/vazea/Desktop/NNW/transcripts_by_company/MAGICJACK_VOCALTEC_LTD_2015Q4.txt
VRTS,2023Q3,6.21,6.12,/Users/vazea/Desktop/NNW/transcripts_by_company/VIRTUS_INVESTMENT_PARTNERS_INC_2023Q3.txt
HMHC,2018Q3,0.7,0.65,/Users/vazea/Desktop/NNW/transcripts_by_company/HOUGHTON_MIFFLIN_HARCOURT_CO_2018Q3.txt
PFCB,2004Q4,0.4,1.3,/Users/vazea/Desktop/NNW/transcripts_by_company/PF_CHANGS_CHINA_BISTRO_INC_2004Q4.txt
JBSS,2005Q2,0.6,0.65,/Users/vazea/Desktop/NNW/transcripts_by_company/JOHN_B_SANFILIPPO_SON_INC_2005Q2.txt
DAO,2023Q2,-2.32,-1.93,/Users/vazea/Desktop/NNW/transcripts_by_company/YOUDAO_INC_2023Q2.txt
GIC,2022Q4,0.35,2.07,/Users/vazea/Desktop/NNW/transcripts_by_company/GLOBAL_INDUSTRIAL_CO_2022Q4.txt
OCGN,2020Q2,-0.19,-0.04,/Users/vazea/Desktop/NNW/transcripts_by_company/OCUGEN_INC_2020Q2.txt
MNRO,2023Q1,0.42,0.37,/Users/vazea/Desktop/NNW/transcripts_by_company/MONRO_INC_2023Q1.txt
AAIC,2020Q4,0.12,0.26,/Users/vazea/Desktop/NNW/transcripts_by_company/ARLINGTON_ASSET_INVESTMENT_CORP_2020Q4.txt
AYI,2007Q2,0.55,0.49,/Users/vazea/Desktop/NNW/transcripts_by_company/ACUITY_BRANDS_INC_2007Q2.txt
BPT,2015Q4,0.703,4.02,/Users/vazea/Desktop/NNW/transcripts_by_company/BP_PRUDHOE_BAY_RTY_TR_2015Q4.txt
PANW,2020Q3,1.17,0.97,/Users/vazea/Desktop/NNW/transcripts_by_company/PALO_ALTO_NETWORKS_INC_2020Q3.txt
NPO,2013Q4,0.22,1.21,/Users/vazea/Desktop/NNW/transcripts_by_company/ENPRO_INC_2013Q4.txt
GIL,2013Q3,0.95,0.94,/Users/vazea/Desktop/NNW/transcripts_by_company/GILDAN_ACTIVEWEAR_INC_2013Q3.txt
DVN,2004Q1,2.0,1.73,/Users/vazea/Desktop/NNW/transcripts_by_company/DEVON_ENERGY_CORP_2004Q1.txt
SHLM,2005Q4,0.21,0.76,/Users/vazea/Desktop/NNW/transcripts_by_company/A_SCHULMAN_INC_2005Q4.txt
DBX,2019Q3,0.13,0.11,/Users/vazea/Desktop/NNW/transcripts_by_company/DROPBOX_INC_2019Q3.txt
ORCL,2013Q2,0.64,0.61,/Users/vazea/Desktop/NNW/transcripts_by_company/ORACLE_CORP_2013Q2.txt
AIR,2006Q2,0.22,0.18,/Users/vazea/Desktop/NNW/transcripts_by_company/AAR_CORP_2006Q2.txt
BLL,2007Q1,0.78,0.56,/Users/vazea/Desktop/NNW/transcripts_by_company/BALL_CORP_2007Q1.txt
EXTR,2018Q4,0.2,0.65,/Users/vazea/Desktop/NNW/transcripts_by_company/EXTREME_NETWORKS_INC_2018Q4.txt
EXEL,2016Q4,0.12,-0.48,/Users/vazea/Desktop/NNW/transcripts_by_company/EXELIXIS_INC_2016Q4.txt
ZEPP,2021Q2,2.01,1.5,/Users/vazea/Desktop/NNW/transcripts_by_company/ZEPP_HEALTH_CORP_2021Q2.txt
BIOD,2010Q1,-0.47,-0.46,/Users/vazea/Desktop/NNW/transcripts_by_company/BIODEL_INC_2010Q1.txt
D,2014Q2,0.62,0.64,/Users/vazea/Desktop/NNW/transcripts_by_company/DOMINION_ENERGY_INC_2014Q2.txt
CATT,2006Q3,0.07,0.01,/Users/vazea/Desktop/NNW/transcripts_by_company/CATAPULT_COMMUNICATIONS_CORP_2006Q3.txt
FDP,2008Q4,0.41,2.81,/Users/vazea/Desktop/NNW/transcripts_by_company/FRESH_DEL_MONTE_PRODUCE_INC_2008Q4.txt
OAK,2013Q3,1.16,1.02,/Users/vazea/Desktop/NNW/transcripts_by_company/OAKTREE_CAPITAL_GROUP_LLC_2013Q3.txt
WIX,2020Q2,-0.26,0.29,/Users/vazea/Desktop/NNW/transcripts_by_company/WIXCOM_LTD_2020Q2.txt
EXC,2012Q4,0.64,2.85,/Users/vazea/Desktop/NNW/transcripts_by_company/EXELON_CORP_2012Q4.txt
GIS,2011Q3,0.56,0.56,/Users/vazea/Desktop/NNW/transcripts_by_company/GENERAL_MILLS_INC_2011Q3.txt
VRNM,2008Q1,-0.38,-0.26,/Users/vazea/Desktop/NNW/transcripts_by_company/VERENIUM_CORP_2008Q1.txt
BURL,2015Q1,0.25,0.23,/Users/vazea/Desktop/NNW/transcripts_by_company/BURLINGTON_STORES_INC_2015Q1.txt
SNA,2011Q2,1.14,1.1,/Users/vazea/Desktop/NNW/transcripts_by_company/SNAPON_INC_2011Q2.txt
NVDA,2010Q4,0.23,0.35,/Users/vazea/Desktop/NNW/transcripts_by_company/NVIDIA_CORP_2010Q4.txt
ARBA,2003Q4,0.03,0.04,/Users/vazea/Desktop/NNW/transcripts_by_company/ARIBA_INC_2003Q4.txt
LC,2016Q1,0.05,0.05,/Users/vazea/Desktop/NNW/transcripts_by_company/LENDINGCLUB_CORP_2016Q1.txt
CMI,2010Q4,1.84,5.05,/Users/vazea/Desktop/NNW/transcripts_by_company/CUMMINS_INC_2010Q4.txt
OIIM,2006Q2,-0.06,0.04,/Users/vazea/Desktop/NNW/transcripts_by_company/O2MICRO_INTERNATIONAL_LTD_2006Q2.txt
